datetime,stock_code,exchange_code,expiry_date,strike_price,option_right,open,high,low,close,volume,open_interest
29-12-2023 11:50,NIFTY,NFO,04-01-2024,19500,CE,2288.15,2288.15,2288.15,2288.15,0,31900
29-12-2023 11:55,NIFTY,NFO,04-01-2024,19500,CE,2288.15,2288.15,2288.15,2288.15,0,31900
29-12-2023 12:00,NIFTY,NFO,04-01-2024,19500,CE,2288.15,2288.15,2288.15,2288.15,0,31900
29-12-2023 12:05,NIFTY,NFO,04-01-2024,19500,CE,2288.15,2288.15,2288.15,2288.15,0,31900
29-12-2023 12:10,NIFTY,NFO,04-01-2024,19500,CE,2288.15,2296.7,2288.15,2296.7,250,31900
29-12-2023 12:15,NIFTY,NFO,04-01-2024,19500,CE,2296.7,2305.55,2296.7,2305.55,50,31900
29-12-2023 12:20,NIFTY,NFO,04-01-2024,19500,CE,2305.55,2305.55,2305.55,2305.55,0,31900
29-12-2023 12:25,NIFTY,NFO,04-01-2024,19500,CE,2305.55,2305.55,2305.55,2305.55,0,31900
29-12-2023 12:30,NIFTY,NFO,04-01-2024,19500,CE,2305.55,2305.55,2305.55,2305.55,0,31900
29-12-2023 12:35,NIFTY,NFO,04-01-2024,19500,CE,2305.55,2305.55,2305.55,2305.55,0,31900
29-12-2023 12:40,NIFTY,NFO,04-01-2024,19500,CE,2305.55,2305.55,2305.55,2305.55,0,31900
29-12-2023 12:45,NIFTY,NFO,04-01-2024,19500,CE,2305.55,2305.55,2305.55,2305.55,0,31900
