datetime,stock_code,exchange_code,open,high,low,close,volume
2024-01-03 10:00:00,NIFTY,NSE,21589.2,21596.8,21566.45,21584.4,0
2024-01-03 10:05:00,NIFTY,NSE,21585.15,21589.7,21564.85,21585.85,0
2024-01-03 10:10:00,NIFTY,NSE,21586.45,21594.1,21581.4,21586.4,0
2024-01-03 10:15:00,NIFTY,NSE,21585.8,21589.0,21561.35,21563.05,0
2024-01-03 10:20:00,NIFTY,NSE,21560.95,21560.95,21539.45,21548.25,0
2024-01-03 10:25:00,NIFTY,NSE,21549.55,21574.9,21549.55,21561.55,0
2024-01-03 10:30:00,NIFTY,NSE,21561.05,21576.2,21560.65,21575.5,0
2024-01-03 10:35:00,NIFTY,NSE,21577.3,21589.45,21571.05,21579.05,0
2024-01-03 10:40:00,NIFTY,NSE,21578.0,21581.4,21556.0,21562.7,0
2024-01-03 10:45:00,NIFTY,NSE,21561.45,21564.65,21549.95,21558.5,0
2024-01-03 10:50:00,NIFTY,NSE,21558.15,21564.5,21549.45,21563.05,0
2024-01-03 10:55:00,NIFTY,NSE,21562.45,21574.0,21562.45,21563.25,0
2024-01-03 11:00:00,NIFTY,NSE,21563.7,21570.15,21556.55,21566.1,0
2024-01-03 11:05:00,NIFTY,NSE,21565.95,21574.75,21562.4,21567.45,0
2024-01-03 11:10:00,NIFTY,NSE,21567.75,21571.35,21560.0,21567.55,0
2024-01-03 11:15:00,NIFTY,NSE,21567.95,21575.85,21560.15,21575.35,0
2024-01-03 11:20:00,NIFTY,NSE,21573.8,21580.3,21570.8,21572.95,0
2024-01-03 11:25:00,NIFTY,NSE,21573.8,21577.05,21562.1,21562.8,0
2024-01-03 11:30:00,NIFTY,NSE,21562.75,21565.75,21548.15,21557.75,0
2024-01-03 11:35:00,NIFTY,NSE,21558.55,21566.0,21554.75,21563.25,0
2024-01-03 11:40:00,NIFTY,NSE,21563.95,21575.25,21562.5,21574.15,0
2024-01-03 11:45:00,NIFTY,NSE,21574.75,21588.6,21573.8,21586.0,0
2024-01-03 11:50:00,NIFTY,NSE,21587.05,21591.45,21582.05,21582.15,0
2024-01-03 11:55:00,NIFTY,NSE,21582.95,21583.3,21570.35,21574.5,0
2024-01-03 12:00:00,NIFTY,NSE,21575.25,21583.0,21569.95,21572.4,0
2024-01-03 12:05:00,NIFTY,NSE,21573.1,21576.35,21557.0,21560.95,0
2024-01-03 12:10:00,NIFTY,NSE,21561.65,21570.0,21558.55,21569.15,0
2024-01-03 12:15:00,NIFTY,NSE,21570.3,21576.5,21562.25,21572.95,0
2024-01-03 12:20:00,NIFTY,NSE,21572.8,21574.1,21528.15,21528.45,0
2024-01-03 12:25:00,NIFTY,NSE,21529.15,21536.7,21521.3,21533.25,0
2024-01-03 12:30:00,NIFTY,NSE,21533.8,21540.05,21521.5,21533.95,0
2024-01-03 12:35:00,NIFTY,NSE,21534.95,21544.7,21530.7,21541.25,0
2024-01-03 12:40:00,NIFTY,NSE,21541.7,21550.6,21537.2,21547.7,0
2024-01-03 12:45:00,NIFTY,NSE,21548.05,21548.05,21539.7,21546.35,0
2024-01-03 12:50:00,NIFTY,NSE,21546.8,21558.8,21542.3,21557.15,0
2024-01-03 12:55:00,NIFTY,NSE,21558.05,21563.9,21554.6,21562.0,0
2024-01-03 13:00:00,NIFTY,NSE,21563.45,21572.85,21560.25,21572.1,0
2024-01-03 13:05:00,NIFTY,NSE,21571.5,21573.85,21563.85,21565.65,0
2024-01-03 13:10:00,NIFTY,NSE,21566.5,21573.65,21563.15,21571.7,0
2024-01-03 13:15:00,NIFTY,NSE,21572.3,21580.05,21566.8,21568.3,0
2024-01-03 13:20:00,NIFTY,NSE,21568.5,21574.55,21565.8,21573.2,0
2024-01-03 13:25:00,NIFTY,NSE,21574.15,21577.6,21568.25,21572.15,0
2024-01-03 13:30:00,NIFTY,NSE,21572.65,21575.95,21556.65,21567.6,0
2024-01-03 13:35:00,NIFTY,NSE,21568.35,21581.25,21565.25,21579.5,0
2024-01-03 13:40:00,NIFTY,NSE,21580.1,21583.15,21571.5,21571.55,0
2024-01-03 13:45:00,NIFTY,NSE,21572.7,21577.6,21562.0,21576.0,0
2024-01-03 13:50:00,NIFTY,NSE,21576.35,21578.45,21568.1,21572.05,0
